Precip,Pot_ET,Strmflw
3.14,3.72,0.25
59.91,1.81,0.32
0.68,1.82,1.42
12.99,2.33,1.34
0.69,4.17,1.21
2.08,4.24,1.64
9.31,3.23,0.83
0,3.94,0.6
2.28,3.29,0.59
1.54,5.23,0.65
1.26,3.48,0.48
0,3.9,0.44
0.94,4.29,0.37
2.7,2.69,0.35
0.98,3.3,0.33
0,3.31,0.32
0,4.17,0.3
0,6.82,0.29
0,6.47,0.27
0,5.04,0.26
0,5.51,0.25
23.52,4.3,0.24
0,3.2,0.77
0,7.77,0.94
0,7.46,0.83
0.55,5.3,0.46
1.55,3.92,0.35
7.84,4.98,0.33
0,5.05,0.32
0.47,3.52,0.3
6.55,3.14,0.29
0.07,2.41,0.37
0,5.27,0.48
0.04,6.14,0.36
0.97,6.32,0.3
0,6.22,0.27
0,5.47,0.25
0,6.66,0.24
0,4.1,0.23
0,6.45,0.22
0,6.75,0.21
4.51,6.69,0.21
0,6.07,0.2
3.19,4.46,0.2
14.51,4.53,0.24
0,5.17,0.51
0,6.75,0.29
0,5.87,0.24
3.67,5.04,0.23
0.89,6.11,0.25
0,7.25,0.45
0,8.5,0.34
0,7.78,0.26
0,5.74,0.23
2.85,6.77,0.21
0,6.39,0.21
0.17,5.99,0.2
0.97,5.21,0.2
9.09,4.26,0.2
0.13,4.55,0.21
0.46,3.41,0.21
8.04,2.97,0.21
0.24,5.68,0.26
0.25,6.49,0.23
31.15,5.67,0.21
24.38,3.33,0.43
7.37,2.71,1.27
0.21,4.26,0.88
2.69,4.79,0.45
0,6.88,0.34
0,6.98,0.3
0,7.45,0.27
0,8.29,0.25
0.27,7.14,0.23
0,7.75,0.21
0,7.73,0.2
0.67,5.2,0.2
1.21,5.14,0.22
12.64,3.86,0.22
0,3.25,0.21
4.06,6.45,0.21
0,6.3,0.21
1.3,6.23,0.2
0.21,5.25,0.2
1.18,3.53,0.19
0,3.84,0.19
0.23,4.58,0.19
3.67,3.75,0.19
1.4,1.79,0.31
1.55,3.31,0.41
0,5.59,0.31
0,5.52,0.25
1.85,3.04,0.21
0.1,4.91,0.2
0,4.53,0.19
0,4.98,0.18
0.84,5.05,0.17
0.08,5.34,0.16
0,5.58,0.16
22.16,3.19,0.16
0,3.59,0.22
0.47,2.35,0.25
0,2.3,0.2
7.8,3.28,0.19
2.63,3.76,0.34
8.59,4.78,0.22
0,4.85,0.2
0.2,5.15,0.2
43.08,3.75,0.18
0.31,2.24,0.49
1.69,2.93,0.3
0,3.42,0.24
0,4.11,0.19
0,5.34,0.18
0,5.48,0.17
0,5.73,0.16
0,4.78,0.15
0,5.06,0.15
0,4.14,0.15
0,3.79,0.15
0.13,0.99,0.15
0,4.67,0.15
0,4.4,0.14
0,4.98,0.14
0,4.99,0.14
11.9,1.1,0.16
0,2.03,0.18
0,3.04,0.17
0,4.89,0.16
0,4.43,0.16
0.6,5.17,0.15
4.31,2.4,0.15
29.89,1.45,0.15
0,2,0.28
0,4.22,0.31
0,3.36,0.21
0,3.34,0.19
0,2.87,0.18
0,2.83,0.17
0.18,2.46,0.17
6.14,2.49,0.17
0,2.89,0.19
0,4.02,0.19
0,4.24,0.18
22.31,3.48,0.17
11.79,1.2,0.22
0,3.54,0.35
0,4.02,0.27
0,2.3,0.23
0,3.2,0.2
0,2.24,0.19
0,2.5,0.19
0,2.88,0.18
0,0.93,0.18
0.57,2.05,0.18
0,4,0.18
0,0.94,0.18
0.03,1.07,0.17
10.67,0.43,0.18
0.34,2.15,0.19
0,2.59,0.2
0,1.81,0.19
0,0.6,0.19
3.04,0.59,0.2
0.22,2.73,0.21
0,2.47,0.19
14.4,2.39,0.19
0.03,1.91,0.2
0,2.89,0.22
0,2.58,0.22
0,2.06,0.2
0,1.65,0.2
3.14,0.58,0.19
6.33,0.51,0.2
9.22,0.94,0.21
21.38,0.18,0.29
6.01,1.02,0.54
0,2.73,0.44
0,2.38,0.32
0,1.31,0.26
0,0.8,0.24
0,1.15,0.22
0,0.97,0.21
0,1.3,0.21
0,0.37,0.21
0,1.69,0.21
0,1.6,0.21
0,1.9,0.2
2.25,1.69,0.2
2,1.5,0.2
6.74,1.64,0.21
0,2.17,0.22
0.28,1.66,0.22
0,1.48,0.22
0,2.14,0.21
0,2.13,0.2
0.33,1.18,0.2
0,1.3,0.2
0,1.22,0.2
0,1.65,0.2
0.23,0.43,0.21
0,0.43,0.22
0,0.7,0.23
0,0.55,0.23
0,0.21,0.23
0.34,0.49,0.23
3.21,0.26,0.22
0.03,0.4,0.22
0,1.62,0.22
27.24,0.28,0.24
0,0.06,0.44
1.18,0.2,0.46
12.45,0.11,0.38
18.47,0.12,0.32
4.09,0.77,0.75
0,1.37,0.84
0,1.6,0.59
0,1.13,0.42
0,0.67,0.34
0,1.39,0.3
0.25,0.9,0.27
4.33,0.26,0.26
0,0.15,0.27
0.17,0.53,0.27
0,1.66,0.27
0,1.09,0.26
0,1.7,0.25
27.57,0.27,0.29
2.26,0.14,0.65
1.72,0.42,0.96
0.34,0.55,0.87
0,1.04,0.65
0,1.29,0.45
14.21,0.36,0.38
1.52,0.07,0.54
41.44,0.01,2.07
5.19,0.17,6.82
0,1.42,6.87
0.21,1.51,7.64
2.6,0.55,7.09
0,1.22,3.94
0.4,0.84,2.45
25.98,0.67,1.48
0,1.36,1.14
0,1.59,1.01
11.18,0.57,0.89
12.2,0.14,0.94
0.01,0.37,1.56
0,0.65,1.9
17.45,1.11,2.11
0,2.61,2.27
0,1.53,2.42
0,2.49,2.55
0,2.52,1.88
0,2.66,1.11
0,0.6,0.86
0,1.67,0.74
0,0.88,0.67
9.63,0.54,0.63
0,1.98,0.65
0,2.38,0.66
0,2.95,0.64
0,1.73,0.61
0,2.24,0.56
0,1.82,0.52
33.18,0.64,0.51
0.54,0.47,1.72
0,2.17,2.59
0.04,1.09,2.71
0,2.15,2.16
9.5,1.36,1.2
5.63,2.47,1.37
0,0.92,1.63
0.04,2,1.61
0,3.15,1.28
0,2.41,0.96
25.31,0.89,1.38
0,2.1,2.66
0,3.13,2.49
1.02,1.1,2.05
7.95,0.67,1.46
0,3.31,1.79
0,3.58,1.33
0,2.56,1.18
1.29,1.7,0.96
3.09,3.38,0.79
3.33,1.91,0.72
18.46,1.04,0.68
0,3.89,0.97
9.68,1.45,2.75
0,2.54,3.93
0,1.53,2.38
0,3.09,1.18
0,2.7,0.89
4.14,2.23,0.75
0.22,5.19,0.82
0,4.86,0.82
0,3.84,0.69
0,4.24,0.62
0,3.42,0.54
11.31,1.75,0.49
6.52,5.27,0.57
0.27,4.84,0.66
0,4.39,0.56
0,4.95,0.46
0,5.18,0.42
0,4.39,0.39
0,5.32,0.36
0,4.91,0.34
0,3.08,0.33
0,4.34,0.32
4.3,3.11,0.3
7.2,1.23,0.3
0,2.24,0.36
0,4.15,0.38
0,1.67,0.37
0,3.65,0.33
1.01,1.83,0.31
5.26,3.01,0.3
0,6.02,0.32
0,5.17,0.3
0,4.56,0.28
0,6.01,0.26
0,5.85,0.25
0,3.61,0.23
1.65,2.84,0.22
2.17,0.84,0.22
0.25,2.54,0.21
0,4.14,0.21
0.35,2.43,0.21
2.7,1.76,0.21
0,1.36,0.21
4.53,2.46,0.21
3.92,1.51,0.21
0.41,1.84,0.21
0,3.55,0.2
2,6,0.2
0,4.06,0.19
0,3.51,0.18
0,4.86,0.17
0,3.93,0.17
1.29,4.76,0.17
0,4.34,0.17
0,6.07,0.17
0,6,0.16
0,5.78,0.16
0,5.59,0.16
0,5.6,0.15
0,6.04,0.15
0,3.8,0.15
0,4.63,0.14
0,6.1,0.14
0,3.98,0.14
0,5.18,0.14
0,3.06,0.14
0.85,2.6,0.14
0,2.45,0.14
0,3.73,0.14
1.91,4.8,0.14
0.15,5.61,0.14
0,4.76,0.14
0.34,3.33,0.14
0,3.99,0.13
0,4.18,0.13
1.21,2.34,0.13
0,4.63,0.13
0,5.56,0.13
0,5.38,0.12
0,7.94,0.12
0,6.37,0.12
0,6.54,0.12
0,6.06,0.12
2.56,4.89,0.12
0,6.34,0.12
0,7.37,0.12
0.33,7.5,0.12
0.11,6.98,0.12
0.34,3.7,0.12
0,7.4,0.12
0,5.89,0.12
0,7.21,0.11
0.05,6.68,0.11
0.85,5.39,0.11
0,5.9,0.11
10.87,0.87,0.11
7.11,1.89,0.12
5.26,3.07,0.16
17.32,1.48,0.15
23.87,0.92,0.17
7.98,2.67,0.28
0.26,2.73,0.32
15.25,2.3,0.27
0,3.93,0.36
0,3.19,0.36
0,3.6,0.23
0,3.52,0.19
2.48,4,0.17
0.6,3.62,0.16
6.51,5.56,0.21
0.29,4.43,0.23
10.76,3.9,0.21
3.29,6.65,0.2
0,7.19,0.19
0,6.89,0.21
0,6.72,0.17
11.09,2.25,0.16
0,3.77,0.18
0.1,6.29,0.17
0,6.47,0.15
3.57,5.43,0.15
4.93,1.96,0.15
8.53,2.44,0.15
0.53,3.8,0.16
4.42,3.35,0.15
14.44,4.34,0.15
1.02,4.78,0.16
3.57,4.78,0.18
0,6.78,0.16
0.89,3.99,0.14
0,5.82,0.13
0,2.63,0.13
7.44,3.65,0.13
12.81,1.39,0.14
1.94,2.67,0.19
3.13,3.45,0.2
0,4.6,0.17
0,3.96,0.16
8.94,3.06,0.15
0.47,1.76,0.14
0,5.92,0.13
0,6.53,0.13
0.08,6.19,0.12
0,6.88,0.12
0,6.36,0.12
2.14,6.63,0.12
1.68,5.16,0.11
0.25,4.15,0.11
3.54,4.3,0.12
0,4.89,0.12
1.44,3.5,0.11
0,5.48,0.11
2.15,3.03,0.11
31.55,1.08,0.11
0,5.04,0.14
0,5.43,0.17
0,5.79,0.14
0,5.38,0.12
1.69,4.86,0.12
9.39,2.08,0.12
0.14,4.92,0.13
0,4.93,0.13
0,5.55,0.12
0,6.07,0.11
0.67,4.95,0.11
0.32,5.48,0.11
0,5.33,0.11
5.35,4.89,0.11
20.1,3.03,0.15
7.23,4.32,0.23
0,6.57,0.63
0,6.84,0.22
0,6.24,0.14
0,4.98,0.12
3.04,4.05,0.11
0.02,3.64,0.12
0,5.33,0.15
0,3.45,0.13
0,6.26,0.12
3.09,6.34,0.11
0,5.96,0.1
0,5.46,0.1
7.56,4.87,0.1
19.68,3.17,0.1
2.38,0.93,0.15
0.51,0.7,0.14
0,1.11,0.12
0.02,1.08,0.11
0.13,1.43,0.11
0,6.02,0.11
0,5.93,0.1
0,4.79,0.1
0,6.7,0.1
0,3.54,0.09
0,3.83,0.09
0,5.05,0.09
0,2.21,0.09
8.46,0.59,0.09
0,0.7,0.1
0,3.42,0.1
0,5.1,0.1
0,3.97,0.1
0,3.13,0.1
0,5.05,0.1
0,5.55,0.1
0,3.45,0.1
0,4.69,0.09
0,4.96,0.09
0,4.9,0.09
0,5.35,0.09
0,5.13,0.09
0,4.89,0.09
0,4.93,0.09
2.14,4.91,0.09
0.67,4.19,0.09
0,4.51,0.09
0,3.69,0.09
0,4.17,0.09
0,4.36,0.09
0,4.63,0.09
0,3.39,0.09
0,3.29,0.09
0,2.61,0.09
0,2.64,0.09
0,1.57,0.09
0,1.07,0.09
0,2.35,0.09
0.42,1.37,0.09
0,3.53,0.09
0,4.04,0.09
0,3.41,0.09
0,4.13,0.09
8.19,1.55,0.09
0,2.93,0.1
0,1.74,0.11
0,1.84,0.1
1.71,1.42,0.1
0,1.37,0.1
0,3,0.1
0,1.17,0.1
5.02,0.76,0.1
0.02,2.52,0.11
0,3.03,0.11
0,3.42,0.1
0,2.68,0.1
0,2.06,0.1
0,1.75,0.1
0,3.23,0.1
0,2.98,0.1
0,1.84,0.1
0,2.73,0.1
4.36,0.62,0.11
0,1.27,0.12
30.1,1.01,0.12
0.08,1.01,0.2
1.34,2.29,0.21
0.08,1.35,0.16
0,0.46,0.14
0,0.48,0.13
14.24,0.24,0.13
0.09,3.14,0.15
0,2.92,0.14
0,1.49,0.14
10.41,0.72,0.13
0,1.87,0.14
2.35,2.09,0.15
0,1.77,0.14
0,0.74,0.14
0.19,1.96,0.13
7.33,2.98,0.13
0,2.24,0.13
0,1.02,0.13
42.23,0.4,0.16
5.81,0.22,0.8
19.85,0.11,0.61
16.7,0.39,0.62
0,0.9,0.68
0,0.74,0.44
0,1.21,0.32
0,1.17,0.25
0,1.41,0.21
9.83,0.64,0.2
0.76,0.69,0.22
19.52,0.33,0.24
0,0.21,0.32
0,0.94,0.35
0,1.41,0.29
0,1.55,0.28
0,1.24,0.26
0,1.14,0.25
0,1.67,0.21
0,1.61,0.2
11.08,0.51,0.19
0.15,1.43,0.19
0,1.95,0.19
0,1.49,0.21
8.52,0.51,0.25
0.38,0.85,0.3
13.82,0.23,0.34
0,0.43,0.49
40.58,0.23,0.5
1.09,0.91,2.3
0,1.09,2.26
12.19,0.57,2.06
2.33,0.7,1.81
2.69,1.04,1.41
0,1.18,1.17
0,0.7,0.97
22.97,0.22,0.72
3.46,1.92,1.38
0,1.07,1.58
0.27,1.47,1.64
0,3.36,1.23
0,2.13,0.81
6.54,0.65,0.6
2.39,0.19,0.52
31.07,0.7,0.95
0,1.53,1.96
0,2.32,1.92
0,0.7,2.1
0,2.32,1.36
0,1.12,0.8
4.02,1.27,0.59
4.96,1.16,0.69
0,2.55,0.7
0,0.99,0.55
0,2.13,0.48
0,1.09,0.42
6.11,1.6,0.4
0,1.2,0.43
0.09,0.82,0.41
0,2.37,0.38
0,2.97,0.34
0.3,2.82,0.32
0,2.42,0.31
0,1.33,0.29
13.96,0.37,0.29
0,1.82,0.47
13.42,1.61,0.55
0,1.76,0.81
29.14,1.78,0.93
0.46,0.16,2.86
0,1.84,2.71
0,1.85,2.54
0,0.4,1.91
0,1.73,1.08
0,2.17,0.73
7.21,1.8,0.6
18.99,0.31,1.11
0.36,0.3,1.85
2.36,0.15,2.38
0.59,2.87,2.07
0.06,1.33,1.38
22.76,0.61,1.03
45.46,0.84,3.39
2.6,1.61,7.41
5.36,1.7,7.66
0,3.77,10.67
0.78,3.67,6.65
1.68,1.05,3.72
0,2.4,2.64
12.93,1.57,1.77
0,2.47,1.59
0,2.68,1.76
0,4.2,1.63
0.11,1.81,1.32
59.79,0.81,1.32
9.39,2.32,2.13
0,2.74,5.15
0,4.3,10.97
0,2.54,8.99
17.97,1.75,4.78
0.44,3.59,4.03
0,1.63,3.1
0,3.38,2.38
0,1.74,1.68
0.75,1.25,1.25
11.89,1.54,1.08
0.58,2.76,1.2
0,4.08,1.39
0,1.68,1.33
0,3.55,1.09
0,3.66,0.85
0,4.1,0.75
0,2.89,0.69
0.54,2.36,0.65
0.04,1.35,0.62
0,2.79,0.59
99.96,0.88,0.88
50.57,1.81,13.68
9.63,1.4,21.21
8.11,2.52,26.99
0,4.27,22.09
0,4.79,10.25
0,5.34,5.3
5.73,1.24,3.08
37.23,0.84,4.02
0.06,2.39,8.08
0,5.83,8.52
0,6.17,8.65
0,3.69,4.86
0.17,2.39,2.9
0,4.81,1.91
0,4.71,1.33
0,2.7,1.12
0,1.55,0.98
0,4.28,0.86
23.37,1.96,0.73
19.64,1.5,0.99
58.2,1.02,3.9
0.19,6.71,10.82
0,3.62,13.68
0,5.07,18.58
0.12,2.58,10.48
1.34,3.42,3.72
3.79,4.13,2.36
0,5.72,1.46
0,4.3,1.1
0,5.77,0.92
0,3.36,0.76
0,5.31,0.67
0,3.35,0.59
0,2.91,0.53
0,2.91,0.49
1.13,3.51,0.47
15.2,1.03,0.44
0,6.89,0.61
0,6.25,0.57
0,5.43,0.45
0,6.79,0.39
0,6.92,0.36
0,7.15,0.35
0,6.42,0.33
0,6.99,0.32
0,5.87,0.3
0.91,4.14,0.27
1.39,2.16,0.28
4.54,3.48,0.29
0,6.36,0.29
0,7.12,0.28
0,6.41,0.27
4.8,3.73,0.26
0,4.09,0.25
8.25,1.68,0.26
29.26,0.86,0.44
0,1.38,0.56
0,6.15,0.4
0,6.2,0.35
0,3.08,0.3
0,7.2,0.3
0,4.71,0.29
0,5.98,0.27
0,7.71,0.27
3.29,5.53,0.26
0.72,4,0.23
0.15,5.56,0.21
0.84,6.41,0.22
0,5.7,0.21
0,5.8,0.2
2.89,5.27,0.19
28.81,2.19,0.19
0,5.71,0.26
0,5.26,0.34
0,5.69,0.27
0,5.93,0.23
2.19,6.79,0.21
18.06,5.28,0.21
0.8,5.79,0.34
30.45,3.92,0.35
5.28,4.66,0.51
0.51,3.72,0.37
3.78,2.64,0.31
23.53,1.75,0.44
7.31,3.35,0.73
6.02,1.75,0.54
3.35,3.25,0.53
0.03,3.13,1.09
20.16,0.91,1.19
0,3.77,1.09
0,6.31,0.89
2.46,6.2,0.87
0,6.68,0.52
0.03,6.45,0.35
30.3,1.52,0.69
0,3.03,0.83
0,2.63,1
9.1,2,0.92
0,2.64,0.6
0,5.93,0.51
6.04,4.09,0.51
0,5.04,0.43
0,6.61,0.38
0,6.02,0.33
0,5.56,0.28
0,4.47,0.25
2.04,6.22,0.23
9.38,4.32,0.21
1.45,5.16,0.22
6,4.99,0.27
0,5.66,0.36
0,5.69,0.31
4.29,5.12,0.24
1.77,3.61,0.27
14.31,2.57,0.34
0,2.15,1.64
3.42,2.94,0.44
13.62,2.81,0.42
9.13,3.08,0.36
0,4.79,0.55
0,5.41,0.66
4.23,3.32,0.47
4.25,4.59,0.38
4.8,5.14,0.34
0,2.83,0.28
1.18,4.91,0.24
2.56,3.49,0.24
5.31,3.23,0.23
5.1,1.99,0.26
2.77,3.59,0.27
0,3.86,0.26
2.52,3.02,0.24
2.12,1.97,0.22
2.79,1.38,0.21
0,2.99,0.2
0,4.86,0.19
0,5.51,0.19
6.93,4.52,0.2
4.34,2.33,0.19
4.47,1.86,0.19
0,3.47,0.19
0,2.75,0.24
0.66,2.52,0.24
0.4,5.94,0.18
0,5.78,0.17
0.88,5.66,0.16
0.15,5.69,0.15
0,5.46,0.15
0,5.97,0.14
0,7.06,0.14
0,6.53,0.13
0.48,5.35,0.13
0.21,5.07,0.13
4.8,2.22,0.13
1.03,1.45,0.14
0,5.15,0.15
0,6.57,0.14
0,3.23,0.13
0,4.07,0.12
0,4.55,0.12
0,6.34,0.12
0,5.76,0.11
0,4.57,0.11
0,3.43,0.11
26.97,1.3,0.12
29.19,1.46,0.34
0.78,2.19,0.44
0.98,3.21,0.38
0,5.36,0.28
0,5.5,0.22
0,5.17,0.19
0,5.57,0.17
0,3.85,0.15
0,4.79,0.14
1.71,2.95,0.14
11.01,0.76,0.14
28.57,0.53,0.19
7.97,0.67,0.38
1.09,1.48,0.28
0,0.89,0.32
1.12,0.97,0.32
134.97,1.01,2.55
0,5.3,7.39
0,4.33,8.08
0,3.82,11.67
0,3.98,6.19
0,3.68,2.25
0,4.06,1.37
0,3.82,0.66
0,3.21,0.5
0.71,1.75,0.43
0.24,0.55,0.39
0.02,0.82,0.35
0,3.68,0.35
0,4.01,0.33
0,3.27,0.31
0,3.02,0.29
0,3.54,0.27
0,3.86,0.26
0,3.81,0.25
0,4.12,0.24
0,3.61,0.23
0,3.52,0.22
0,2.81,0.21
0.51,1.71,0.21
14.48,0.79,0.21
0,2.45,0.22
0,3.4,0.24
0,2.73,0.24
0,2.51,0.24
0,2.98,0.23
0,2.97,0.21
0,1.43,0.2
0,1.72,0.19
0,2.34,0.19
0.39,1.05,0.19
0,2.25,0.19
0,2.37,0.18
0,2.79,0.18
0,2.18,0.18
0,1.8,0.18
0,2.72,0.18
0.5,1.15,0.18
0,2.6,0.18
0,2.02,0.18
0,1.82,0.18
0,1.39,0.18
36.24,0.93,0.21
0,0.5,0.43
0,2.35,0.41
0,1.23,0.36
0,0.86,0.3
50.29,0.25,1.18
0,1.2,3.18
0.03,1.92,2.08
5.34,1.2,1.43
48.46,1.27,3.8
0,2.17,4.79
0,2.2,4.88
0,1.98,5.49
0,1.71,2.95
48.26,1.37,1.27
3.26,0.62,4.93
0,0.7,5.18
0,1.02,4.15
0,0.78,2.85
0,1.32,1.72
0,1.08,0.98
7.27,1.13,0.75
65.86,0.21,6.33
4.83,0.57,9.38
0,0.32,8.79
0,1.72,9.28
0,1.64,4.98
0,1.95,2.55
22.89,0.7,1.54
0.04,1.44,2.22
0.19,0.73,2.56
4.89,0.01,1.98
1.64,0,1.69
0,0.36,1.46
0,1.09,1.39
0.46,1.87,1.21
0,1.25,1.07
0,0.58,0.93
0,0.26,0.79
0,1.13,0.69
0,0.62,0.61
43.28,0.76,0.57
5.26,0.77,4.85
0,1.35,4.39
1.89,0.75,4.81
1.26,0.68,4.82
0,1.73,2.79
0.11,1.46,1.74
0,0.95,1.16
0,1.42,0.91
0.8,1.23,0.79
15.22,1.02,0.72
0.24,0.34,1.21
0,1.47,1.88
0,1.28,1.95
0,0.39,1.38
1.78,1.59,0.89
3.08,0.37,0.74
0,1.43,0.67
0,1.51,0.62
0,1.68,0.56
0,1.61,0.53
0,0.67,0.5
0,1.45,0.48
35.64,1.05,0.5
32.63,0.42,6.06
0,1.47,7.87
0,2.82,8.26
0,2.98,8.46
0,1.97,3.9
0,2.52,2.5
0,2.32,1.69
0,1.08,1.23
0,1.33,1.05
1.26,0.52,0.95
0,1.87,0.84
0,1.03,0.78
0,1.36,0.73
0,1.41,0.68
17.83,0.54,0.92
1.45,0.15,1.78
2.02,0.43,1.67
0.14,1.64,1.47
32.99,0.55,2.15
54.89,1.51,4.2
4.51,0.89,6.58
0,1.26,15.94
0,1.95,16.44
0,1.48,9.48
18.74,0.48,3.98
16.61,0.23,5.65
0,2.75,6.26
0,2.81,5.74
0.41,2.14,4.72
0,2.33,3.11
0,1.82,2.28
0,2.51,1.64
13.97,0.52,1.64
0,2.48,2.12
0,2.89,1.85
0,2.46,1.67
1.85,1.14,1.34
23.81,0.89,2.03
5.46,0.61,3.64
0.43,0.28,3.78
1.01,1.52,3.55
0.29,1.76,2.4
0,1.08,1.68
0,0.79,1.32
0,2.71,1.15
4.56,1.59,1.04
9.43,1.28,1.23
0.43,0.82,1.69
27.89,0.12,2.37
0,0.87,4.43
0,3.1,4.34
0,2.69,4.29
0,3.36,2.65
11.94,1.72,2.06
0,2.78,2.86
0,2.07,2.23
0,3.29,1.83
0,2.59,1.29
0,4.27,1.06
0.08,0.87,0.98
2.82,2.83,0.96
6.89,1.11,0.92
2.02,0.37,0.9
0.69,0.44,0.99
0,2.07,1
31.11,0.88,1
4.69,0.29,2.32
0,2.32,3.78
0,3.89,4.66
0.02,2.12,4
1.73,1.07,2.27
0,2.55,1.51
0,2.25,1.12
0,1.96,1.01
0,2.09,0.93
0,2.28,0.83
0,2.14,0.76
0,1.8,0.7
0,2.44,0.67
0.26,2.21,0.63
4.6,4.37,1.04
0,2.79,1.29
0,1.44,0.93
0,5.84,0.74
0,5.77,0.6
0,4.52,0.53
10.95,2.82,0.5
0,2.34,0.48
0,5.86,0.48
0,5.24,0.45
0,4.86,0.42
1.55,5.62,0.39
0,2.47,0.38
4.29,1.85,0.38
3.03,0.78,0.59
0,3.6,0.42
0,5.48,0.37
0,5.65,0.35
0,6.09,0.34
0,6.32,0.32
0,5.78,0.3
0,5.63,0.29
0,4.31,0.28
0,3.82,0.27
0,5.46,0.26
0,4.64,0.25
0,3.72,0.24
0,3.94,0.23
0,3.23,0.23
0,5.76,0.22
0,3.61,0.21
0,3.22,0.2
0,5.07,0.2
0,3.18,0.19
0,3.38,0.19
0,3.5,0.19
0,2.77,0.18
0,1.91,0.18
0.27,1.99,0.18
3.41,1.14,0.19
4.42,2.24,0.2
0,3.98,0.21
0.27,6.31,0.2
0,4.56,0.19
3.74,2.11,0.18
7.01,1.53,0.18
0,5.29,0.2
0,7.15,0.21
0,5.63,0.19
0,7.57,0.18
0,5.17,0.16
0,6.31,0.15
0,5.5,0.15
0,5.31,0.15
30.3,2.24,0.21
9.84,1.54,0.42
0,4.47,0.38
0.47,5.39,0.31
0.8,1.19,0.28
1.61,2.08,0.24
0.51,3.35,0.22
24.83,5.35,0.2
21.52,2.54,0.25
23.9,2.32,0.49
0.77,4.21,0.69
0,3.04,0.68
0,4.19,0.49
0,7.34,0.34
0,6.81,0.26
0,6.64,0.22
0,7.59,0.2
1.26,4.67,0.18
4.52,2.86,0.17
0,5.7,0.19
0,6.24,0.24
0.72,2.18,0.18
6.03,3.99,0.17
0,5.37,0.17
2.49,5.61,0.17
1.37,3.6,0.16
0.74,6.32,0.15
10.81,6.09,0.15
1.97,5.04,0.2
0.08,3.81,0.19
3.18,4.35,0.16
30.93,3.01,0.15
6.41,3.61,0.61
6.79,4.25,0.61
10.02,2.53,0.43
3.93,5.13,0.33
0,6.02,0.34
0.67,4.62,0.31
3.07,3.52,0.26
5.8,3.93,0.26
0.27,2.86,0.25
0,4.2,0.23
1.82,6.29,0.22
0,5.87,0.21
0,4.96,0.18
0,5.56,0.17
0,4.2,0.16
1.01,2.57,0.15
20.22,2.02,0.16
0.72,3.64,0.2
7.53,4.78,0.17
22.86,2.78,0.26
0.71,3.41,0.37
6.49,1.56,0.64
0,5.01,0.7
0.71,5.3,0.4
0,2.95,0.27
0,5.46,0.21
0,3.75,0.18
0,2.28,0.16
0,3.82,0.15
11.8,2.25,0.15
9.72,3.22,0.19
32.8,2.29,0.24
0.67,4.02,0.67
0,3.11,0.87
0.72,3.93,0.57
8.39,2.17,0.45
4.15,1.88,0.44
0,4.19,0.6
0,5.92,0.4
1.99,5.81,0.33
14.61,2.75,0.26
0.43,4.04,0.24
12.55,3.09,0.72
7.04,3.82,0.67
5.69,2.39,0.58
1.87,2.21,1.31
2.31,3.55,0.93
3.7,3.06,0.7
0,3.97,0.47
0,4.92,0.38
0.93,5.31,0.31
14.92,3.35,0.25
0,5.02,0.25
0,5.1,0.38
0,4.72,0.29
0.58,4.58,0.26
0,3.18,0.23
1.65,2.56,0.19
0.7,2.05,0.17
0,2.7,0.17
0,5.11,0.16
0,6.31,0.15
0,6.19,0.15
0,4.82,0.14
22.32,1.49,0.16
26.24,1.75,0.18
2.06,2.63,0.21
0,4.75,0.24
0.27,5.52,0.26
0,5.22,0.26
0,4.61,0.21
0.08,3.85,0.19
0,3.87,0.24
3.07,3.44,0.19
2.87,2.41,0.18
1.02,3.2,0.17
5.91,2.48,0.17
8.57,0.76,0.18
0,1.78,0.43
0,3.92,0.35
0,1.77,0.29
0,2.1,0.29
0,2.69,0.23
3.49,0.63,0.2
28.72,1.17,0.2
0,1.09,0.54
0,2.66,0.61
0,2.29,0.59
0,1.41,0.34
0.06,1.33,0.25
33.96,0.64,0.26
0,1.94,1.69
0,4.59,1.59
0,4.19,1.22
0,4.61,0.65
0,1.99,0.4
0,1.04,0.3
0,3.75,0.25
0,4.22,0.22
0,2.16,0.2
0,3.71,0.19
0,4.04,0.18
0,4.06,0.17
0,0.97,0.16
0,1.39,0.16
0,3.78,0.16
0,0.96,0.15
0,3.82,0.15
0,3.8,0.15
0,2.88,0.14
0,2.95,0.13
0,3.22,0.14
0,3.22,0.14
0,3.17,0.14
0,2.84,0.14
0,2.99,0.14
0,3.55,0.14
0,1.96,0.14
0,1.07,0.14
0,0.91,0.14
8.94,0.72,0.14
4.16,0.7,0.16
1.34,1.98,0.17
0,1.94,0.17
1.34,0.45,0.16
0.1,0.56,0.15
0,1.37,0.15
8.1,0.32,0.16
0,0.97,0.17
0,2.16,0.17
0,1.34,0.17
0,1.08,0.16
0,2.68,0.16
0,1.53,0.16
0.16,0.86,0.15
0,1.02,0.15
0.05,1.33,0.16
2.77,2.39,0.16
0,0.57,0.16
0,1.59,0.16
0,1.47,0.16
0,2.68,0.15
1.93,2.63,0.16
0.4,0.55,0.16
0,1.62,0.15
0,1.68,0.15
0,1.31,0.15
0,1.34,0.15
0.99,0.24,0.15
0,2.12,0.16
0,1.3,0.16
0,2.49,0.16
0,1.99,0.16
0,1.52,0.16
0,0.68,0.15
